NCBI gene (formerly Entrezgene) ID	Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name
246149	ENSRNOG00000013369	4		protein_coding	Gbx1
120103162	ENSRNOG00000065583	5		protein_coding	
	ENSRNOG00000067724	6		lncRNA	
500534	ENSRNOG00000019586	5	LOC500534	protein_coding	Ccdc24
500534	ENSRNOG00000019586	5	RGD1562911	protein_coding	Ccdc24
	ENSRNOG00000066295	6		protein_coding	
25248	ENSRNOG00000008223	5	CB-R	protein_coding	Cnr1
25248	ENSRNOG00000008223	5	CB1	protein_coding	Cnr1
25248	ENSRNOG00000008223	5	SKR6R	protein_coding	Cnr1
306659	ENSRNOG00000033609	1	LOC306659	protein_coding	Irx1
	ENSRNOG00000063720	6		lncRNA	
120102916	ENSRNOG00000066328	5		protein_coding	Tusc1
682908	ENSRNOG00000050106	5	LOC682908	protein_coding	Rcc1
682908	ENSRNOG00000050106	5	MGC187541	protein_coding	Rcc1
	ENSRNOG00000045819	4		protein_coding	H2aj
	ENSRNOG00000069486	6		lncRNA	
308325	ENSRNOG00000022994	1	LOC308325	protein_coding	Nlrp5
308325	ENSRNOG00000022994	1	Nalp5	protein_coding	Nlrp5
100362345	ENSRNOG00000024197	5		protein_coding	AABR07049149.1
500637	ENSRNOG00000067604	6	LOC500637	protein_coding	Dcdc2c
500637	ENSRNOG00000067604	6	RGD1559651	protein_coding	Dcdc2c
54702	ENSRNOG00000005053	6	HIF-PH3	protein_coding	Egln3
54702	ENSRNOG00000005053	6	HPH-3	protein_coding	Egln3
54702	ENSRNOG00000005053	6	PHD-3	protein_coding	Egln3
54702	ENSRNOG00000005053	6	PHD3	protein_coding	Egln3
54702	ENSRNOG00000005053	6	SM-20	protein_coding	Egln3
313520	ENSRNOG00000017233	5	LOC313520	protein_coding	Mmachc
313520	ENSRNOG00000017233	5	RGD1310806	protein_coding	Mmachc
293759	ENSRNOG00000070229	1	ratchr1-215051967-215051035_ORF	protein_coding	Olr321
366065	ENSRNOG00000024595	3	Lass6	protein_coding	Cers6
366065	ENSRNOG00000024595	3	LOC366065	protein_coding	Cers6
366065	ENSRNOG00000024595	3	RGD1561599	protein_coding	Cers6
366656	ENSRNOG00000069595	6	LOC366656	protein_coding	RGD1559639
	ENSRNOG00000065782	6		lncRNA	
	ENSRNOG00000053969	2		protein_coding	AABR07008681.1
	ENSRNOG00000067816	2		pseudogene	
	ENSRNOG00000064831	5		protein_coding	
120103164	ENSRNOG00000070321	5	LOC100911527 {ECO:0000313|Ensembl:ENSRNOP00000058900,GN   ECO:0000313|RGD:6492384}	protein_coding	RGD1560539
29456	ENSRNOG00000017428	2	MAP-1B	protein_coding	Map1b
29456	ENSRNOG00000017428	2	Mtap1b	protein_coding	Map1b
499972	ENSRNOG00000024885	4	LOC499972	protein_coding	Asb10
499972	ENSRNOG00000024885	4	RGD1562922	protein_coding	Asb10
	ENSRNOG00000062750	6		lncRNA	
499335	ENSRNOG00000015213	1	LOC499335	protein_coding	Fxn
499335	ENSRNOG00000015213	1	RGD1565754	protein_coding	Fxn
120100784	ENSRNOG00000031378	2		protein_coding	AABR07009715.1
313536	ENSRNOG00000019609	5	LOC313536	protein_coding	B4galt2
100911527	ENSRNOG00000065328	5		protein_coding	
314213	ENSRNOG00000004499	6		protein_coding	Gpr135
	ENSRNOG00000065519	6		lncRNA	
365380	ENSRNOG00000027590	1	LOC365380	protein_coding	Jakmip3
365380	ENSRNOG00000027590	1	Necc2	protein_coding	Jakmip3
365380	ENSRNOG00000027590	1	RGD1307177	protein_coding	Jakmip3
64677	ENSRNOG00000027042	6	S5AR 2	protein_coding	Srd5a2
405140	ENSRNOG00000070887	4		protein_coding	Olr808
120093057	ENSRNOG00000059750	2		protein_coding	AC141102.1
	ENSRNOG00000068920	2		protein_coding	
293890	ENSRNOG00000036608	1	LOC293890	protein_coding	Mlana
309187	ENSRNOG00000021203	1	LOC309187	protein_coding	Atl3
309187	ENSRNOG00000021203	1	RGD1309871	protein_coding	Atl3
366112	ENSRNOG00000065798	3	ratchr3-73835565-73834645_ORF	protein_coding	Olr705
24516	ENSRNOG00000026293	5	AP1	protein_coding	Jun
312721	ENSRNOG00000053178	4	LOC312721	protein_coding	Dyrk4
312721	ENSRNOG00000053178	4	Rad51ap1	protein_coding	Dyrk4
246758	ENSRNOG00000008299	6		protein_coding	Dcdc2c
	ENSRNOG00000068248	6		protein_coding	
313018	ENSRNOG00000055933	5	MGC94165	protein_coding	Kdf1
313018	ENSRNOG00000055933	5	RGD1303271	protein_coding	Kdf1
	ENSRNOG00000025735	4		protein_coding	Wdr86
	ENSRNOG00000069517	6		lncRNA	
84388	ENSRNOG00000020150	1		protein_coding	Il18bp
192352	ENSRNOG00000060010	3	CREST	protein_coding	Ss18l1
192352	ENSRNOG00000060010	3	Loc192352	protein_coding	Ss18l1
311716	ENSRNOG00000010326	3	LOC311716	protein_coding	Col20a1
311716	ENSRNOG00000010326	3	RGD1563901	protein_coding	Col20a1
114117	ENSRNOG00000019570	1		protein_coding	Gng3
362501	ENSRNOG00000006485	5	LOC362501	protein_coding	Topors
261737	ENSRNOG00000037871	4	BBG-TCC	protein_coding	Sfxn5
261737	ENSRNOG00000037871	4	SLC64A5	protein_coding	Sfxn5
300036	ENSRNOG00000009020	7	LOC300036	protein_coding	Gfus
300036	ENSRNOG00000009020	7	Tsta3	protein_coding	Gfus
	ENSRNOG00000009146	1		protein_coding	Vom2r26
681162	ENSRNOG00000032516	5		protein_coding	AABR07049223.1
297695	ENSRNOG00000005505	4	LOC297695	protein_coding	Wbp11
297695	ENSRNOG00000005505	4	MGC94547	protein_coding	Wbp11
297695	ENSRNOG00000005505	4	wbp-11	protein_coding	Wbp11
108351255	ENSRNOG00000033058	6		protein_coding	AABR07064810.1
56823	ENSRNOG00000031263	6	3-HAO	protein_coding	Haao
56823	ENSRNOG00000031263	6	HAD	protein_coding	Haao
286960	ENSRNOG00000013245	4		protein_coding	
292792	ENSRNOG00000021006	1	LOC292792	protein_coding	Tmem147
292792	ENSRNOG00000021006	1	MGC125231	protein_coding	Tmem147
292792	ENSRNOG00000021006	1	RGD1304706	protein_coding	Tmem147
	ENSRNOG00000068280	6		lncRNA	
	ENSRNOG00000070424	6		protein_coding	
499573	ENSRNOG00000033449	2		protein_coding	
313030	ENSRNOG00000059550	5	LOC313030	protein_coding	Ppp1r8
298241	ENSRNOG00000056007	5		protein_coding	AABR07049228.1
405953	ENSRNOG00000066950	3		protein_coding	Olr707
362251	ENSRNOG00000019848	3	LOC362251	protein_coding	Rbm39
362251	ENSRNOG00000019848	3	MGC109490	protein_coding	Rbm39
362251	ENSRNOG00000019848	3	Rnp1	protein_coding	Rbm39
362251	ENSRNOG00000019848	3	Rnpc2	protein_coding	Rbm39
362251	ENSRNOG00000019848	3	Rrm	protein_coding	Rbm39
	ENSRNOG00000066530	6		lncRNA	
100361944	ENSRNOG00000029172	6		protein_coding	
	ENSRNOG00000066743	1		protein_coding	
	ENSRNOG00000042697	6	Akr1b4-ps3	protein_coding	Akr1b1-ps1
	ENSRNOG00000042697	6	Aldr1p3	protein_coding	Akr1b1-ps1
	ENSRNOG00000042697	6	ALR-P1	protein_coding	Akr1b1-ps1
	ENSRNOG00000042697	6	Alrp3	protein_coding	Akr1b1-ps1
	ENSRNOG00000042697	6	LOC298931	protein_coding	Akr1b1-ps1
	ENSRNOG00000042697	6	RGD1564913	protein_coding	Akr1b1-ps1
102552818	ENSRNOG00000069822	5	LOC102552818	protein_coding	Smim27
59299	ENSRNOG00000012609	1		protein_coding	Trdn
	ENSRNOG00000065241	6		lncRNA	
100362298	ENSRNOG00000030107	5		protein_coding	AABR07049329.1
298442	ENSRNOG00000022953	5	LOC298442	protein_coding	Ccdc163
298442	ENSRNOG00000022953	5	MGC114580	protein_coding	Ccdc163
680112	ENSRNOG00000025618	4	LOC680112	protein_coding	Llcfc1
294744	ENSRNOG00000010461	2	LOC294744	protein_coding	Gpx8
294744	ENSRNOG00000010461	2	RGD1307506	protein_coding	Gpx8
682865	ENSRNOG00000063150	5	LOC682865	protein_coding	Rab42
	ENSRNOG00000070862	6		protein_coding	
502372	ENSRNOG00000024073	1	LOC502372	protein_coding	Syce1
	ENSRNOG00000065535	6		lncRNA	
24934	ENSRNOG00000061739	4	NKG2D	protein_coding	Klrk1
24934	ENSRNOG00000061739	4	NKLLR	protein_coding	Klrk1
24934	ENSRNOG00000061739	4	Nkrp2	protein_coding	Klrk1
499021	ENSRNOG00000068261	1	LOC499021	protein_coding	Pacrg
499021	ENSRNOG00000068261	1	RGD1561027	protein_coding	Pacrg
295907	ENSRNOG00000063125	3		protein_coding	Olr713
266734	ENSRNOG00000020009	1	Nxf	protein_coding	Npas4
	ENSRNOG00000069422	6		lncRNA	
297990	ENSRNOG00000024539	5	DD6C4-3	protein_coding	Ndufb6
297990	ENSRNOG00000024539	5	DD6C4-4	protein_coding	Ndufb6
297990	ENSRNOG00000024539	5	LOC297990	protein_coding	Ndufb6
296462	ENSRNOG00000059919	3	Gtpbp5	protein_coding	Mtg2
296462	ENSRNOG00000059919	3	LOC296462	protein_coding	Mtg2
299016	ENSRNOG00000068162	6	LOC299016	protein_coding	Npas3
297025	ENSRNOG00000015682	4	LOC297025	protein_coding	Kel
297025	ENSRNOG00000015682	4	RGD1565470	protein_coding	Kel
	ENSRNOG00000064901	5		protein_coding	
	ENSRNOG00000065552	6		protein_coding	
497811	ENSRNOG00000007081	6	XOR	protein_coding	Xdh
366675	ENSRNOG00000006599	6		protein_coding	AABR07064983.2
312502	ENSRNOG00000056009	4	LOC312502	protein_coding	Rab11fip5
171011	ENSRNOG00000004535	6	Kv10.1	protein_coding	Kcng3
171011	ENSRNOG00000004535	6	Kv6.3	protein_coding	Kcng3
	ENSRNOG00000037380	1		protein_coding	AC136661.1
	ENSRNOG00000066075	6		lncRNA	
25587	ENSRNOG00000007237	6	Ac2-300	protein_coding	Id2
25587	ENSRNOG00000007237	6	MGC105494	protein_coding	Id2
64322	ENSRNOG00000010747	2	DAP-1	protein_coding	Dap
64322	ENSRNOG00000010747	2	MGC72827	protein_coding	Dap
64322	ENSRNOG00000010747	2	Rap7a	protein_coding	Dap
	ENSRNOG00000026234	5		protein_coding	AABR07049299.1
296731	ENSRNOG00000009282	4	BS4	protein_coding	Nub1
296731	ENSRNOG00000009282	4	NYREN18	protein_coding	Nub1
64513	ENSRNOG00000005917	7	Par-4	protein_coding	Pawr
64513	ENSRNOG00000005917	7	Par4	protein_coding	Pawr
310324	ENSRNOG00000012734	2	LOC100912352	protein_coding	Dcun1d1
310324	ENSRNOG00000012734	2	LOC310324	protein_coding	Dcun1d1
310324	ENSRNOG00000012734	2	Tes3	protein_coding	Dcun1d1
497197	ENSRNOG00000008514	4		protein_coding	Plcz1
308871	ENSRNOG00000020175	1	LOC308871	protein_coding	Rnf121
	ENSRNOG00000071214	4		protein_coding	
362153	ENSRNOG00000012651	3	LOC362153	protein_coding	Cwc22
362153	ENSRNOG00000012651	3	RGD1565385	protein_coding	Cwc22
314248	ENSRNOG00000029835	6	LOC314248	protein_coding	RGD1562381
299021	ENSRNOG00000066896	6	LOC299021	lncRNA	RGD1559724
405942	ENSRNOG00000063947	3		protein_coding	Olr546
260324	ENSRNOG00000069072	4	LOC100911121	protein_coding	Ly49i2
299186	ENSRNOG00000008086	6	LOC102553599	protein_coding	Dpf3
299186	ENSRNOG00000008086	6	LOC299186	protein_coding	Dpf3
299186	ENSRNOG00000008086	6	LOC500691	protein_coding	Dpf3
299186	ENSRNOG00000008086	6	RGD1563913	protein_coding	Dpf3
	ENSRNOG00000028235	4	LOC297402	protein_coding	RGD1560795
100359775	ENSRNOG00000043258	3	LOC100359775	protein_coding	Bpifa6
293587	ENSRNOG00000018476	1	LOC293587	protein_coding	Fuom
293587	ENSRNOG00000018476	1	RGD1311186	protein_coding	Fuom
405372	ENSRNOG00000065053	4		protein_coding	Olr801
298545	ENSRNOG00000022838	5	LOC298545	protein_coding	Cnksr1
298545	ENSRNOG00000022838	5	MGC124829	protein_coding	Cnksr1
102552092	ENSRNOG00000064224	6		lncRNA	
29575	ENSRNOG00000016288	3		protein_coding	Tcea2
24390	ENSRNOG00000059461	5	B4galt1_mapped	protein_coding	B4galt1
24390	ENSRNOG00000059461	5	Ggtb2	protein_coding	B4galt1
	ENSRNOG00000069102	6		protein_coding	
	ENSRNOG00000019655	5		protein_coding	
361722	ENSRNOG00000052393	1	LOC361722	protein_coding	Bscl2
361722	ENSRNOG00000052393	1	MGC109260	protein_coding	Bscl2
	ENSRNOG00000063453	6		lncRNA	
311693	ENSRNOG00000053332	3	LOC311693	protein_coding	Cdh26
297029	ENSRNOG00000016484	4	GST 13-13	protein_coding	Gstk1
297029	ENSRNOG00000016484	4	GST13-13	protein_coding	Gstk1
297029	ENSRNOG00000016484	4	GSTK1-1	protein_coding	Gstk1
297029	ENSRNOG00000016484	4	rGSTK1	protein_coding	Gstk1
499022	ENSRNOG00000048297	1	LOC499022	protein_coding	Qk
499022	ENSRNOG00000048297	1	MGC188205	protein_coding	Qk
499022	ENSRNOG00000048297	1	Qki	protein_coding	Qk
499022	ENSRNOG00000048297	1	rqkI	protein_coding	Qk
298762	ENSRNOG00000004526	6	LOC298762	protein_coding	Cox7a2l
	ENSRNOG00000062334	1		pseudogene	
314013	ENSRNOG00000009039	6	LOC314013	protein_coding	Trappc12
314013	ENSRNOG00000009039	6	RGD1566054	protein_coding	Trappc12
314013	ENSRNOG00000009039	6	Ttc15	protein_coding	Trappc12
299169	ENSRNOG00000004582	6		protein_coding	AABR07064983.1
299190	ENSRNOG00000063643	6		pseudogene	
295795	ENSRNOG00000070748	3		protein_coding	Olr550
	ENSRNOG00000070058	6		lncRNA	
362952	ENSRNOG00000005804	7	Eif3s7	protein_coding	Eif3d
362952	ENSRNOG00000005804	7	MGC93918	protein_coding	Eif3d
690326	ENSRNOG00000024508	4	LOC690326	protein_coding	Lpal2
	ENSRNOG00000070426	6		protein_coding	
299766	ENSRNOG00000004768	7	LOC299766	protein_coding	Myf5
	ENSRNOG00000066119	6		lncRNA	
171519	ENSRNOG00000011074	1		pseudogene	Calcb
499000	ENSRNOG00000039743	1	LOC499000	protein_coding	Zdhhc11
499000	ENSRNOG00000039743	1	Zdhhc20	protein_coding	Zdhhc11
499000	ENSRNOG00000039743	1	Znf399	protein_coding	Zdhhc11
405332	ENSRNOG00000063539	4		protein_coding	Olr802
114764	ENSRNOG00000011798	3	Eb1	protein_coding	Mapre1
	ENSRNOG00000047067	4		protein_coding	
	ENSRNOG00000064674	3		pseudogene	
59293	ENSRNOG00000016547	3	Gaip	protein_coding	Rgs19
59293	ENSRNOG00000016547	3	MGC108699	protein_coding	Rgs19
	ENSRNOG00000067664	6		protein_coding	
192277	ENSRNOG00000021164	1	hop	protein_coding	Stip1
192277	ENSRNOG00000021164	1	STI1	protein_coding	Stip1
100361079	ENSRNOG00000055777	6		protein_coding	AABR07064980.1
100359616	ENSRNOG00000055777	6		protein_coding	AABR07064980.1
58927	ENSRNOG00000055777	6		protein_coding	AABR07064980.1
59300	ENSRNOG00000015799	4	Cml1	protein_coding	Nat8f1
59300	ENSRNOG00000015799	4	Cml2	protein_coding	Nat8f1
59300	ENSRNOG00000015799	4	LOC100910868	protein_coding	Nat8f1
	ENSRNOG00000070307	6		lncRNA	
64573	ENSRNOG00000020188	1	MGC189397	protein_coding	Trpc2
64573	ENSRNOG00000020188	1	rTrp2	protein_coding	Trpc2
64573	ENSRNOG00000020188	1	TRP-2	protein_coding	Trpc2
64573	ENSRNOG00000020188	1	Trrp2	protein_coding	Trpc2
500354	ENSRNOG00000027979	4		protein_coding	
	ENSRNOG00000063858	6		lncRNA	
408233	ENSRNOG00000008252	5	PEC-60	protein_coding	Spink4
	ENSRNOG00000068442	6		lncRNA	
	ENSRNOG00000032597	3		pseudogene	Olr478-ps
313610	ENSRNOG00000016776	5	LOC313610	protein_coding	Extl1
170908	ENSRNOG00000017282	5		protein_coding	Tesk2
66020	ENSRNOG00000021009	1	gapdh-2	protein_coding	Gapdhs
66020	ENSRNOG00000021009	1	Gapds	protein_coding	Gapdhs
314300	ENSRNOG00000010126	6	LOC314300	protein_coding	Riox1
314300	ENSRNOG00000010126	6	No66	protein_coding	Riox1
314300	ENSRNOG00000010126	6	RGD1307704	protein_coding	Riox1
	ENSRNOG00000066713	1		pseudogene	
	ENSRNOG00000051551	6		lncRNA	AABR07064867.2
362721	ENSRNOG00000009285	6	LOC362721	protein_coding	Eipr1
362721	ENSRNOG00000009285	6	Tssc1	protein_coding	Eipr1
312272	ENSRNOG00000066165	4	LOC102549896	protein_coding	Mgam
312272	ENSRNOG00000066165	4	LOC312272	protein_coding	Mgam
108348150	ENSRNOG00000066886	4		protein_coding	
286898	ENSRNOG00000012062	6	re1	protein_coding	Npc2
314140	ENSRNOG00000056011	6		protein_coding	
365699	ENSRNOG00000054157	2	LOC365699	protein_coding	Nadk2
365699	ENSRNOG00000054157	2	MGC125061	protein_coding	Nadk2
365699	ENSRNOG00000054157	2	Nadkd1	protein_coding	Nadk2
365699	ENSRNOG00000054157	2	RGD1306809	protein_coding	Nadk2
	ENSRNOG00000038335	6		protein_coding	AABR07064999.1
404889	ENSRNOG00000070703	3		protein_coding	Olr481
	ENSRNOG00000065489	6		lncRNA	
362302	ENSRNOG00000008557	4	LOC362302	protein_coding	Abcb8
362302	ENSRNOG00000008557	4	MGC93731	protein_coding	Abcb8
362302	ENSRNOG00000008557	4	MITOSUR	protein_coding	Abcb8
293739	ENSRNOG00000020932	1	LOC293739	protein_coding	Ms4a10
297994	ENSRNOG00000008277	5	BAG-1	protein_coding	Bag1
297994	ENSRNOG00000008277	5	LOC297994	protein_coding	Bag1
117558	ENSRNOG00000008235	3	Klmc	protein_coding	Mylk2
117558	ENSRNOG00000008235	3	Mlck	protein_coding	Mylk2
117558	ENSRNOG00000008235	3	MLCK2	protein_coding	Mylk2
108350017	ENSRNOG00000043502	2	Fam188b2	protein_coding	Mindy4b
	ENSRNOG00000068325	6		lncRNA	
362943	ENSRNOG00000030334	7	LOC362943	protein_coding	Adck5
362943	ENSRNOG00000030334	7	MGC112651	protein_coding	Adck5
362943	ENSRNOG00000030334	7	MGC188570	protein_coding	Adck5
500364	ENSRNOG00000001807	4	LOC500364	protein_coding	Sspn
500364	ENSRNOG00000001807	4	RGD1559723	protein_coding	Sspn
308067	ENSRNOG00000015676	1	LOC308067	protein_coding	Brd9
65032	ENSRNOG00000018827	1	5-HT-7	protein_coding	Htr7
65032	ENSRNOG00000018827	1	5-HT-X	protein_coding	Htr7
65032	ENSRNOG00000018827	1	5-HT7	protein_coding	Htr7
65032	ENSRNOG00000018827	1	5Ht7	protein_coding	Htr7
65032	ENSRNOG00000018827	1	GPRFO	protein_coding	Htr7
362758	ENSRNOG00000042752	6		protein_coding	AABR07065010.1
681210	ENSRNOG00000011243	1		protein_coding	MGC94891
246310	ENSRNOG00000043150	3	Arf GAP1	protein_coding	Arfgap1
246310	ENSRNOG00000043150	3	Arf1gap	protein_coding	Arfgap1
29256	ENSRNOG00000016768	3	KOR-3	protein_coding	Oprl1
29256	ENSRNOG00000016768	3	KOR3	protein_coding	Oprl1
29256	ENSRNOG00000016768	3	LC132	protein_coding	Oprl1
29256	ENSRNOG00000016768	3	MOR-C	protein_coding	Oprl1
29256	ENSRNOG00000016768	3	OFQR	protein_coding	Oprl1
29256	ENSRNOG00000016768	3	Oprl	protein_coding	Oprl1
29256	ENSRNOG00000016768	3	ORL1	protein_coding	Oprl1
29256	ENSRNOG00000016768	3	ROR-C	protein_coding	Oprl1
29256	ENSRNOG00000016768	3	XOR1	protein_coding	Oprl1
299759	ENSRNOG00000004564	7		protein_coding	
313024	ENSRNOG00000009805	5	LOC313024	protein_coding	Wasf2
313024	ENSRNOG00000009805	5	MGC105905	protein_coding	Wasf2
259167	ENSRNOG00000020242	1	ARTC5	protein_coding	Art5
297411	ENSRNOG00000050645	4	Cgi-121	protein_coding	Tprkb
297411	ENSRNOG00000050645	4	LOC100910911	protein_coding	Tprkb
297411	ENSRNOG00000050645	4	LOC297411	protein_coding	Tprkb
297411	ENSRNOG00000050645	4	RGD1309786	protein_coding	Tprkb
	ENSRNOG00000068738	6		lncRNA	
293453	ENSRNOG00000018129	1	LOC293453	protein_coding	Ndufab1
500694	ENSRNOG00000012085	6	Hbld1	protein_coding	Isca2
500694	ENSRNOG00000012085	6	LOC500694	protein_coding	Isca2
500694	ENSRNOG00000012085	6	RGD1563216	protein_coding	Isca2
310192	ENSRNOG00000012148	2	LOC310192	protein_coding	Trio
297995	ENSRNOG00000008672	5	LOC297995	protein_coding	Chmp5
297995	ENSRNOG00000008672	5	RGD1305968	protein_coding	Chmp5
	ENSRNOG00000053311	6		protein_coding	AABR07065139.2
683522	ENSRNOG00000005608	4	LOC683522	protein_coding	Tead4
499345	ENSRNOG00000057173	1	LOC499345	protein_coding	Lipn
499345	ENSRNOG00000057173	1	RGD1560354	protein_coding	Lipn
	ENSRNOG00000066833	6		lncRNA	
295902	ENSRNOG00000068000	3		protein_coding	Olr703
	ENSRNOG00000060996	7		pseudogene	AC139605.1
292793	ENSRNOG00000021015	1	LOC292793	protein_coding	Sbsn
292793	ENSRNOG00000021015	1	MGC125085	protein_coding	Sbsn
292793	ENSRNOG00000021015	1	RGD1562305	protein_coding	Sbsn
246258	ENSRNOG00000018229	5	Dnb5	protein_coding	Slc45a1
246258	ENSRNOG00000018229	5	Past-A	protein_coding	Slc45a1
	ENSRNOG00000067271	5		pseudogene	
	ENSRNOG00000042542	6		protein_coding	AABR07065217.2
	ENSRNOG00000068002	6		lncRNA	
365407	ENSRNOG00000020668	1	LOC365407	protein_coding	Cpsf7
365407	ENSRNOG00000020668	1	RGD1305441	protein_coding	Cpsf7
59107	ENSRNOG00000033090	6	LTBP-1	protein_coding	Ltbp1
59107	ENSRNOG00000033090	6	TGF-beta-1-BP-1	protein_coding	Ltbp1
84511	ENSRNOG00000009740	4	Bsat1	protein_coding	Slco1c1
84511	ENSRNOG00000009740	4	Oatp14	protein_coding	Slco1c1
84511	ENSRNOG00000009740	4	Oatp2	protein_coding	Slco1c1
84511	ENSRNOG00000009740	4	Slc21a14	protein_coding	Slco1c1
502758	ENSRNOG00000057924	4	LOC502758	protein_coding	Olr437
310395	ENSRNOG00000010799	2	Ccr4	protein_coding	Noct
310395	ENSRNOG00000010799	2	Ccrn4l	protein_coding	Noct
310395	ENSRNOG00000010799	2	Ccrn4lb	protein_coding	Noct
310395	ENSRNOG00000010799	2	LOC310395	protein_coding	Noct
	ENSRNOG00000063339	6		lncRNA	
500567	ENSRNOG00000026676	5		protein_coding	
308873	ENSRNOG00000020251	1	LOC308873	protein_coding	Art1
	ENSRNOG00000014037	1		protein_coding	Dcun1d3
	ENSRNOG00000070501	4		protein_coding	
298443	ENSRNOG00000017561	5	LOC298443	protein_coding	Toe1
314329	ENSRNOG00000011026	6	Eap1	protein_coding	Irf2bpl
314329	ENSRNOG00000011026	6	LOC314329	protein_coding	Irf2bpl
314329	ENSRNOG00000011026	6	Pqcp	protein_coding	Irf2bpl
314329	ENSRNOG00000011026	6	RGD1310994	protein_coding	Irf2bpl
83809	ENSRNOG00000008604	3	p47	protein_coding	Nsfl1c
83809	ENSRNOG00000008604	3	XY40	protein_coding	Nsfl1c
	ENSRNOG00000063888	6		lncRNA	
313163	ENSRNOG00000031013	5	LOC313163	protein_coding	RGD1306195
311959	ENSRNOG00000010609	4	LOC311959	protein_coding	Abcf2
404809	ENSRNOG00000065767	3		protein_coding	Olr734
	ENSRNOG00000067219	6		lncRNA	
366952	ENSRNOG00000030705	7	LOC366952	protein_coding	Cpsf1
366952	ENSRNOG00000030705	7	MGC188689	protein_coding	Cpsf1
	ENSRNOG00000066815	6		protein_coding	dsr-2
309475	ENSRNOG00000013443	1	LOC309475	protein_coding	Tm9sf3
309475	ENSRNOG00000013443	1	RGD1564625	protein_coding	Tm9sf3
64574	ENSRNOG00000020293	1		protein_coding	Chrna10
116469	ENSRNOG00000015394	4	CaT2	protein_coding	Trpv5
116469	ENSRNOG00000015394	4	Ecac1	protein_coding	Trpv5
116469	ENSRNOG00000015394	4	OTRPC3	protein_coding	Trpv5
310341	ENSRNOG00000028335	2	LOC310341	protein_coding	Fat4
310341	ENSRNOG00000028335	2	RGD1564291	protein_coding	Fat4
689226	ENSRNOG00000010727	5	LOC689226	protein_coding	Ube2r2
	ENSRNOG00000064769	6		lncRNA	
689656	ENSRNOG00000022030	5	LOC689656	protein_coding	Aunip
288151	ENSRNOG00000001572	3	LOC288151	protein_coding	Hoxd1
405238	ENSRNOG00000054245	3		protein_coding	Olr735
689800	ENSRNOG00000055966	4		protein_coding	AABR07062138.2
	ENSRNOG00000062878	6		protein_coding	
300105	ENSRNOG00000022623	7	LOC300105	protein_coding	Ttll12
300105	ENSRNOG00000022623	7	RGD1305319	protein_coding	Ttll12
	ENSRNOG00000071076	6		lncRNA	
81803	ENSRNOG00000019302	1	Stx4a	protein_coding	Stx4
297699	ENSRNOG00000007134	4	LOC297699	protein_coding	Strap
100366024	ENSRNOG00000045913	5	LOC100366024	protein_coding	Prdm16
100911970	ENSRNOG00000009151	6		protein_coding	Mipol1
	ENSRNOG00000066282	6		lncRNA	
405330	ENSRNOG00000070849	4		protein_coding	Olr810
	ENSRNOG00000070780	3		protein_coding	
120103587	ENSRNOG00000050817	6		protein_coding	AABR07065113.1
83635	ENSRNOG00000013339	3	GMEB-2	protein_coding	Gmeb2
360417	ENSRNOG00000056915	7	PTP-RQ	protein_coding	Ptprq
360417	ENSRNOG00000056915	7	R-PTP-Q	protein_coding	Ptprq
360417	ENSRNOG00000056915	7	rPTP-GMC1	protein_coding	Ptprq
298549	ENSRNOG00000016937	5	Fam54b	protein_coding	Mtfr1l
298549	ENSRNOG00000016937	5	LOC298549	protein_coding	Mtfr1l
298549	ENSRNOG00000016937	5	RGD1305453	protein_coding	Mtfr1l
500102	ENSRNOG00000017149	4	LOC500102	protein_coding	Fam131b
405138	ENSRNOG00000065813	4		protein_coding	Olr811
	ENSRNOG00000062934	7		protein_coding	
117018	ENSRNOG00000009872	4	ERG-1	protein_coding	Kcnh2
117018	ENSRNOG00000009872	4	ERG1	protein_coding	Kcnh2
117018	ENSRNOG00000009872	4	r-ERG	protein_coding	Kcnh2
117018	ENSRNOG00000009872	4	RERG	protein_coding	Kcnh2
120102688	ENSRNOG00000057142	4		snoRNA	AABR07060620.2
29448	ENSRNOG00000012247	4	Rab7	protein_coding	Rab7a
293686	ENSRNOG00000022673	1	Gm963	protein_coding	Slc22a20
293686	ENSRNOG00000022673	1	LOC293686	protein_coding	Slc22a20
	ENSRNOG00000061911	6		lncRNA	AABR07065590.1
58971	ENSRNOG00000021079	1	Plm	protein_coding	Fxyd1
500697	ENSRNOG00000012652	6		protein_coding	AABR07065139.1
	ENSRNOG00000069237	7		protein_coding	
502918	ENSRNOG00000007717	4	LOC502918	protein_coding	Slc15a5
502918	ENSRNOG00000007717	4	RGD1564925	protein_coding	Slc15a5
	ENSRNOG00000061864	4		snoRNA	Gm25185
361676	ENSRNOG00000069673	1	LOC361676	protein_coding	Pnpla2
361676	ENSRNOG00000069673	1	RGD1309044	protein_coding	Pnpla2
170841	ENSRNOG00000017887	5	MGC156598	protein_coding	Mutyh
170841	ENSRNOG00000017887	5	Myh	protein_coding	Mutyh
170841	ENSRNOG00000017887	5	rMYH	protein_coding	Mutyh
120102772	ENSRNOG00000070547	4		rRNA	5_8S_rRNA
362624	ENSRNOG00000017078	5	LOC362624	protein_coding	Selenon
362624	ENSRNOG00000017078	5	LOC689675	protein_coding	Selenon
